repo_name,description,owner,topic,urls,user_api,repo_api,location
speech2text_keras,"This repository reports how to build a speech to text model to recognize short commands. Best of all, developing and including speech recognition in a Python project using Keras is really simple.",arthurfortes,"['deep-learning', 'keras', 'keras-tensorflow', 'python', 'speech-recognition', 'speech-to-text']",https://github.com/arthurfortes/speech2text_keras,https://api.github.com/users/arthurfortes,https://api.github.com/repos/arthurfortes/speech2text_keras,"Campinas, SP, Brazil"
SpeakingFaces,"A large-scale publicly-available visual-thermal-audio dataset designed to encourage research in the general areas of user authentication, facial recognition, speech recognition, and human-computer interaction. ",IS2AI,[],https://github.com/IS2AI/SpeakingFaces,https://api.github.com/users/IS2AI,https://api.github.com/repos/IS2AI/SpeakingFaces,"Nur-Sultan, Kazakhstan"
UnityAndroidSpeechRecognizer,🗣️ Speech recognition on Unity and Android without the annoying google popup!,EricBatlle,"['android', 'android-plugin', 'plugin', 'speech-recognition', 'speech-to-text', 'unity', 'unity3d']",https://github.com/EricBatlle/UnityAndroidSpeechRecognizer,https://api.github.com/users/EricBatlle,https://api.github.com/repos/EricBatlle/UnityAndroidSpeechRecognizer,"Barcelona, Spain"
Voice_Controlled_Mouse,A guide to Speech Recognition & GUI Automation in Python,arindomjit,[],https://github.com/arindomjit/Voice_Controlled_Mouse,https://api.github.com/users/arindomjit,https://api.github.com/repos/arindomjit/Voice_Controlled_Mouse,Singapore
speechbook,articles about speech recognition,ratsgo,['speech'],https://github.com/ratsgo/speechbook,https://api.github.com/users/ratsgo,https://api.github.com/repos/ratsgo/speechbook,Seoul
speech-emotion-recognition-using-self-attention,"Implementation of the paper ""Improved End-to-End Speech Emotion Recognition Using Self Attention Mechanism and Multitask Learning"" From INTERSPEECH 2019",KrishnaDN,"['deep-learning', 'emotion-recognition', 'speech', 'speech-emotion-recognition']",https://github.com/KrishnaDN/speech-emotion-recognition-using-self-attention,https://api.github.com/users/KrishnaDN,https://api.github.com/repos/KrishnaDN/speech-emotion-recognition-using-self-attention,Bengaluru
google-cloud-speech-webaudio,Speech recognition and synthesis using the Google Cloud Speech APIs integrated with the Web Audio API for microphone input and playback directly in the browser.,idevelop,[],https://github.com/idevelop/google-cloud-speech-webaudio,https://api.github.com/users/idevelop,https://api.github.com/repos/idevelop/google-cloud-speech-webaudio,"London, UK"
tal-asrd,Code for the Paper Speech Recognition and Multi-Speaker Diarization of Long Conversations,calclavia,[],https://github.com/calclavia/tal-asrd,https://api.github.com/users/calclavia,https://api.github.com/repos/calclavia/tal-asrd,California
BERT-like-is-All-You-Need,"The code for our INTERSPEECH 2020 paper - Jointly Fine-Tuning  ""BERT-like'"" Self Supervised Models to Improve Multimodal Speech Emotion Recognition",shamanez,"['bert-model', 'fine-tuning', 'multimodal-emotion-recognition', 'multimodal-representation', 'pretrained-models', 'self-supervised-learning', 'sentiment-analysis', 'speech-emotion-recognition']",https://github.com/shamanez/BERT-like-is-All-You-Need,https://api.github.com/users/shamanez,https://api.github.com/repos/shamanez/BERT-like-is-All-You-Need,Auckland New Zealand
ASRT_SpeechClient_JavaWeb,An JavaWeb client website for ASRT speech recognition system. 一个可用于ASRT语音识别系统的JavaWeb网站客户端,nl8590687,"['asrt-javaweb', 'asrt-speech-recognition', 'speech-recognition', 'speech-to-text']",https://github.com/nl8590687/ASRT_SpeechClient_JavaWeb,https://api.github.com/users/nl8590687,https://api.github.com/repos/nl8590687/ASRT_SpeechClient_JavaWeb,China
chatbot_verbal,"Python voice chatbot using NLTK , Speech Recognition  , Google text-to-speech , Scikit-learn ",nitinp14920914,[],https://github.com/nitinp14920914/chatbot_verbal,https://api.github.com/users/nitinp14920914,https://api.github.com/repos/nitinp14920914/chatbot_verbal,New Delhi 
Speech2dCNN_LSTM,A pytorch implementation of Speech emotion recognition using deep 1D & 2D CNN LSTM networks,RicardoP0,[],https://github.com/RicardoP0/Speech2dCNN_LSTM,https://api.github.com/users/RicardoP0,https://api.github.com/repos/RicardoP0/Speech2dCNN_LSTM,Chile
Indian-Sign-Language-Recognition,A deep learning based sign language recognition system for speech impaired people in India using Bag of Visual Words with Convolutional Neural Networks.,shag527,"['bag-of-visual-words', 'convolutional-neural-network', 'google-speech-recognition', 'surf-feature-extraction']",https://github.com/shag527/Indian-Sign-Language-Recognition,https://api.github.com/users/shag527,https://api.github.com/repos/shag527/Indian-Sign-Language-Recognition,Palampur
end-to-end_asr_pytorch,"Implements of CTC, Speech-Transformer and CIF for end-to-end speech recognition with pytorch",eastonYi,[],https://github.com/eastonYi/end-to-end_asr_pytorch,https://api.github.com/users/eastonYi,https://api.github.com/repos/eastonYi/end-to-end_asr_pytorch,China
SpeechEmotionRecognition-emodb,Speech Emotion Recognition,hellolzc,[],https://github.com/hellolzc/SpeechEmotionRecognition-emodb,https://api.github.com/users/hellolzc,https://api.github.com/repos/hellolzc/SpeechEmotionRecognition-emodb,China
ASR-SG-HMM-GMM,"speech recognition of digits based on single Gaussian, Gaussian Mixture, and Hidden Markov Models",yuweiwan,[],https://github.com/yuweiwan/ASR-SG-HMM-GMM,https://api.github.com/users/yuweiwan,https://api.github.com/repos/yuweiwan/ASR-SG-HMM-GMM,Baltimore
speech-emotion-recognition,Speech emotion recognition with PyTorch,terranivium,"['audio-analysis', 'data-science', 'deep-learning', 'librosa', 'neural-network', 'pytorch', 'signal-processing', 'speech-emotion-recognition']",https://github.com/terranivium/speech-emotion-recognition,https://api.github.com/users/terranivium,https://api.github.com/repos/terranivium/speech-emotion-recognition,"Glasgow, Scotland"
Classical-Speech-Algorithms,Classical speech recognition and speaker recognition algorithms,zhaoyi2,"['asr', 'speaker-recognition']",https://github.com/zhaoyi2/Classical-Speech-Algorithms,https://api.github.com/users/zhaoyi2,https://api.github.com/repos/zhaoyi2/Classical-Speech-Algorithms,beijing china
torgo_asr,A Kaldi recipe for training automatic speech recognition systems on the Torgo corpus of dysarthric speech,idiap,[],https://github.com/idiap/torgo_asr,https://api.github.com/users/idiap,https://api.github.com/repos/idiap/torgo_asr,"Centre du Parc, Martigny, Switzerland"
deep_mlp_ser,Repository for my paper: Deep Multilayer Perceptrons for Dimensional Speech Emotion Recognition,bagustris,"['paper-with-code', 'speech-emotion-recognition']",https://github.com/bagustris/deep_mlp_ser,https://api.github.com/users/bagustris,https://api.github.com/repos/bagustris/deep_mlp_ser,Tsukuba
Sumerian-Translation-Pipeline,"UrIII Period (Sumerian Language) Information Extraction pipeline including, Named Entity Recognition, Part Of Speech Tagging and Machine Translation",cdli-gh,[],https://github.com/cdli-gh/Sumerian-Translation-Pipeline,https://api.github.com/users/cdli-gh,https://api.github.com/repos/cdli-gh/Sumerian-Translation-Pipeline,"Los Angeles, Oxford, Berlin"
roby-chatbot,"Roby is an open source AI chatbot, with Local speech recognition and speech synthesis system.",ideamark,[],https://github.com/ideamark/roby-chatbot,https://api.github.com/users/ideamark,https://api.github.com/repos/ideamark/roby-chatbot,"Hangzhou, China"
Speech-Recognition,"Speech Recognition using HMM, GMM",goodnightng0,[],https://github.com/goodnightng0/Speech-Recognition,https://api.github.com/users/goodnightng0,https://api.github.com/repos/goodnightng0/Speech-Recognition,Seoul
labyrinth,Personal speech recognition project,ltbringer,[],https://github.com/ltbringer/labyrinth,https://api.github.com/users/ltbringer,https://api.github.com/repos/ltbringer/labyrinth,"Bengaluru, India"
speech-papers,"Summary of speech papers, including speech recognition,  AVSR, speech conversion.",zhaoyang9425,[],https://github.com/zhaoyang9425/speech-papers,https://api.github.com/users/zhaoyang9425,https://api.github.com/repos/zhaoyang9425/speech-papers,"Xi'an, Shaanxi, China"
vue-speech-input,"Vue Speech Input - Speech to text with Vue.js | Speech Recognition with Vue,js",SSBarik,"['hacktoberfest2020', 'hactoberfest', 'speech-input', 'speech-recognition', 'speech-to-text', 'vuejs', 'vuetifyjs', 'web-speech-api']",https://github.com/SSBarik/vue-speech-input,https://api.github.com/users/SSBarik,https://api.github.com/repos/SSBarik/vue-speech-input,India
Cali,Cali: A simple virtual assistant that demonstrates how to use Google Speech Recognition and IBM text to speech in Python,iamabeljoshua,"['ibm-watson', 'speech-recognition', 'speech-to-text', 'text-to-speech', 'virtual-assistant']",https://github.com/iamabeljoshua/Cali,https://api.github.com/users/iamabeljoshua,https://api.github.com/repos/iamabeljoshua/Cali,Abuja
ASR-HMM-DNN,speech recognition based on deep neural network/hidden markov model,yuweiwan,[],https://github.com/yuweiwan/ASR-HMM-DNN,https://api.github.com/users/yuweiwan,https://api.github.com/repos/yuweiwan/ASR-HMM-DNN,Baltimore
OfflineSpeechRecognition,Offline Speech Recognition For Android Library,shreyashghag,"['android', 'kotlin', 'kotlin-library', 'library', 'offline-speech-recognition', 'speech-recognition', 'speech-recognizer']",https://github.com/shreyashghag/OfflineSpeechRecognition,https://api.github.com/users/shreyashghag,https://api.github.com/repos/shreyashghag/OfflineSpeechRecognition,Mumbai
deepspeech-swiss-german,Automatic Speech Recognition (ASR) - Swiss-German,AASHISHAG,"['mozilla-deepspeech', 'speech-recognition', 'swiss', 'swiss-german']",https://github.com/AASHISHAG/deepspeech-swiss-german,https://api.github.com/users/AASHISHAG,https://api.github.com/repos/AASHISHAG/deepspeech-swiss-german,"Duisburg, Germany"
Real-Time-SR,Real time speech recognition model based on pytorch on android application,qute012,[],https://github.com/qute012/Real-Time-SR,https://api.github.com/users/qute012,https://api.github.com/repos/qute012/Real-Time-SR,"Daegu, Korea"
TChatBot,"A ChatBot framework to create customizable all purpose Chatbots using NLP, Tensorflow, Speech Recognition ",deepraj1729,"['artificial-intelligence', 'chatbot-framework', 'conda', 'deep-learning', 'framework', 'git', 'github', 'machine-learning', 'neural-networks', 'nlp', 'nltk', 'numpy', 'pip', 'pypi', 'python3', 'sklearn', 'speech-recognition', 'tensorflow', 'virtual-environment']",https://github.com/deepraj1729/TChatBot,https://api.github.com/users/deepraj1729,https://api.github.com/repos/deepraj1729/TChatBot,India
SpeechToText,Angular Speech to Text Continuous Recognition with Microsoft Cognitive services speech SDK,compuwizpiyu,[],https://github.com/compuwizpiyu/SpeechToText,https://api.github.com/users/compuwizpiyu,https://api.github.com/repos/compuwizpiyu/SpeechToText,Singapore
korerorero-speech-recognition,Providing speech recognition services.,ServiceInnovationLab,[],https://github.com/ServiceInnovationLab/korerorero-speech-recognition,https://api.github.com/users/ServiceInnovationLab,https://api.github.com/repos/ServiceInnovationLab/korerorero-speech-recognition,Aotearoa
Audio-recognition,Audio speech recognition,RusselZHANG,"['audio', 'signal-processing']",https://github.com/RusselZHANG/Audio-recognition,https://api.github.com/users/RusselZHANG,https://api.github.com/repos/RusselZHANG/Audio-recognition,Hangzhou
Gender-Recog-FOUR-STEP,Realization of  speech gender recognition within FOUR steps.,chentianyangWHU,[],https://github.com/chentianyangWHU/Gender-Recog-FOUR-STEP,https://api.github.com/users/chentianyangWHU,https://api.github.com/repos/chentianyangWHU/Gender-Recog-FOUR-STEP,"Wuchang District, Wuhan, Hubei P."
Ionic-5-Speech-Recognition,Ionic 5 code for creating a simple Speech Recognition app,lallen30,[],https://github.com/lallen30/Ionic-5-Speech-Recognition,https://api.github.com/users/lallen30,https://api.github.com/repos/lallen30/Ionic-5-Speech-Recognition,"Knoxville, TN"
speech-recognition,a device-state based speech recognition script,Sheldon1999,"['cmu-sphinx', 'pocketsphinx', 'python', 'speech-recognition']",https://github.com/Sheldon1999/speech-recognition,https://api.github.com/users/Sheldon1999,https://api.github.com/repos/Sheldon1999/speech-recognition,"Bareilly , India"
ASR_RL_Optimization,Optimization algorithm for Automated Speech Recognition Systems,ana-kuznetsova,[],https://github.com/ana-kuznetsova/ASR_RL_Optimization,https://api.github.com/users/ana-kuznetsova,https://api.github.com/repos/ana-kuznetsova/ASR_RL_Optimization,"Bloomington, IN"
Human-Speech-Recognition-for-Synchronous-IDE-with-CTC-Framework,Human Speech Recognition using Java and JSP,juilirk,[],https://github.com/juilirk/Human-Speech-Recognition-for-Synchronous-IDE-with-CTC-Framework,https://api.github.com/users/juilirk,https://api.github.com/repos/juilirk/Human-Speech-Recognition-for-Synchronous-IDE-with-CTC-Framework,"Pune , Maharashtra , India"
Jarvis,Jarvis using speech recognition in python,ankit1509,[],https://github.com/ankit1509/Jarvis,https://api.github.com/users/ankit1509,https://api.github.com/repos/ankit1509/Jarvis,"Rajasthan, India"
A-Simple-Browser-based-Alpha-Numeric-Prediction-and-Text-to-Speech-using-TensorFlow,A handwriting Recognition System with text to speech,ArchanGhosh,[],https://github.com/ArchanGhosh/A-Simple-Browser-based-Alpha-Numeric-Prediction-and-Text-to-Speech-using-TensorFlow,https://api.github.com/users/ArchanGhosh,https://api.github.com/repos/ArchanGhosh/A-Simple-Browser-based-Alpha-Numeric-Prediction-and-Text-to-Speech-using-TensorFlow,Kolkata
ArabicSpeechRecognitionML,Arabic Speech Recognition Model using both lipreading and voice recognition,omardroubi,[],https://github.com/omardroubi/ArabicSpeechRecognitionML,https://api.github.com/users/omardroubi,https://api.github.com/repos/omardroubi/ArabicSpeechRecognitionML,"Cupertino, CA"
ASR-Accent-Analysis,Analysis and investigating the confounding effect of accents in end-to-end Automatic Speech Recognition models.,archiki,"['accent-adaptation', 'accents', 'analysis', 'automatic-speech-recognition', 'deepspeech', 'end-to-end-learning', 'explainability', 'gradient-analysis', 'interpretability', 'mutual-information', 'paper', 'phones', 'probes', 'pytorch', 'representation-similarity']",https://github.com/archiki/ASR-Accent-Analysis,https://api.github.com/users/archiki,https://api.github.com/repos/archiki/ASR-Accent-Analysis,Mumbai
abalone,A speech recognition based input method for GNU/Linux desktops,Elleo,[],https://github.com/Elleo/abalone,https://api.github.com/users/Elleo,https://api.github.com/repos/Elleo/abalone,Newcastle
background_tts_stt,A flutter project to run speech recognition service in background.,umair13adil,"['android', 'filledstacks', 'flutter', 'mvvm-architecture', 'reactive-streams', 'speechtotext', 'texttospeech']",https://github.com/umair13adil/background_tts_stt,https://api.github.com/users/umair13adil,https://api.github.com/repos/umair13adil/background_tts_stt,"Islamabad, Pakistan"
bimodal-emotion-recognition,Bimodal emotion recognition from speech and text,Mr-Patty,[],https://github.com/Mr-Patty/bimodal-emotion-recognition,https://api.github.com/users/Mr-Patty,https://api.github.com/repos/Mr-Patty/bimodal-emotion-recognition,Moscow
speech_recognition,ASR( Automatic speech Recognition) and Audio analyser  ,altanai,[],https://github.com/altanai/speech_recognition,https://api.github.com/users/altanai,https://api.github.com/repos/altanai/speech_recognition,Seattle
keyword-spotter,Speech recognition API for keyword-spotting in audio files.,accraze,"['audio-files', 'keyword-spotter', 'machine-learning', 'speech-recognition-api']",https://github.com/accraze/keyword-spotter,https://api.github.com/users/accraze,https://api.github.com/repos/accraze/keyword-spotter,Zone 8b
speechrecognition-mfcc-dtw,speech recognition using MFCC and DTW,rakeshacharya-d,[],https://github.com/rakeshacharya-d/speechrecognition-mfcc-dtw,https://api.github.com/users/rakeshacharya-d,https://api.github.com/repos/rakeshacharya-d/speechrecognition-mfcc-dtw,Hyderabad/Chennai
ADReSS-Challenge2020,Alzheimer's Dementia Recognition through Spontaneous Speech,KarolChlasta,[],https://github.com/KarolChlasta/ADReSS-Challenge2020,https://api.github.com/users/KarolChlasta,https://api.github.com/repos/KarolChlasta/ADReSS-Challenge2020,"Warsaw, Poland"
Speech-Emotion-Recognition-with-Librosa,Building a Speech Emotion Recognition system that detects emotion from human speech tone using Scikit-learn library in Python,pranavvjha,[],https://github.com/pranavvjha/Speech-Emotion-Recognition-with-Librosa,https://api.github.com/users/pranavvjha,https://api.github.com/repos/pranavvjha/Speech-Emotion-Recognition-with-Librosa,"sliet, sanguur"
ccc_mse_ser,Repository for my paper: Evaluation of Error and Correlation-Based Loss Functions For Multitask Learning Dimensional Speech Emotion Recognition,bagustris,[],https://github.com/bagustris/ccc_mse_ser,https://api.github.com/users/bagustris,https://api.github.com/repos/bagustris/ccc_mse_ser,Tsukuba
Speech_recognition,Speech recognition,frankye1000,[],https://github.com/frankye1000/Speech_recognition,https://api.github.com/users/frankye1000,https://api.github.com/repos/frankye1000/Speech_recognition,Taiwan Hsinchu
recognition,speech recognition,Jiahao1999,[],https://github.com/Jiahao1999/recognition,https://api.github.com/users/Jiahao1999,https://api.github.com/repos/Jiahao1999/recognition,Hebei Normal University
Speech-Recognition,Speech Recognition,prem2597,[],https://github.com/prem2597/Speech-Recognition,https://api.github.com/users/prem2597,https://api.github.com/repos/prem2597/Speech-Recognition,Hyderabad
MyApplication2,Speech Recognition,novaariyanto,[],https://github.com/novaariyanto/MyApplication2,https://api.github.com/users/novaariyanto,https://api.github.com/repos/novaariyanto/MyApplication2,Pati
Speech-recognition-module-for-Python-supporting-several-engines-and-APIs-online-and-offline, speech_recognition,balaji11i,[],https://github.com/balaji11i/Speech-recognition-module-for-Python-supporting-several-engines-and-APIs-online-and-offline,https://api.github.com/users/balaji11i,https://api.github.com/repos/balaji11i/Speech-recognition-module-for-Python-supporting-several-engines-and-APIs-online-and-offline,"13.139949,80.252617"
Speech-To-Text-Recognition,Speech Recognition,pratikkaushik14,[],https://github.com/pratikkaushik14/Speech-To-Text-Recognition,https://api.github.com/users/pratikkaushik14,https://api.github.com/repos/pratikkaushik14/Speech-To-Text-Recognition,Gurugram
Ana,"Assistente feita em Python utilizando Speech_recognition, e APIs do Google",JN513,"['ana', 'api', 'api-client', 'audios', 'python3', 'speech-recognition', 'speech-to-text']",https://github.com/JN513/Ana,https://api.github.com/users/JN513,https://api.github.com/repos/JN513/Ana,"Minas Gerais, Brasil"
Covid19-SpeechRecognition,Web Covid-19 Speech Recognition - website for update information of covid-19 in province Indonesia with speech recognition,VieriLusen,"['climate-change', 'covid-19', 'speech-recognition']",https://github.com/VieriLusen/Covid19-SpeechRecognition,https://api.github.com/users/VieriLusen,https://api.github.com/repos/VieriLusen/Covid19-SpeechRecognition,Indonesia
asr-sclite-scoring-docker,"The docker for sclite, scoring utilities, part of SCTK - ""NIST Speech Recognition Scoring Toolkit (SCTK)""",vthily,"['docker', 'docker-compose', 'sclite']",https://github.com/vthily/asr-sclite-scoring-docker,https://api.github.com/users/vthily,https://api.github.com/repos/vthily/asr-sclite-scoring-docker,Singapore
Speech-Recognition-Color-Game,Speech Recognition Color Game using Speech recognition chrome API,splinekonstantin,[],https://github.com/splinekonstantin/Speech-Recognition-Color-Game,https://api.github.com/users/splinekonstantin,https://api.github.com/repos/splinekonstantin/Speech-Recognition-Color-Game,Shenzhen
Speech-Recognition-Python,"Speech Recognition using python, pyaudio and speech recognition module",created-by-varun,[],https://github.com/created-by-varun/Speech-Recognition-Python,https://api.github.com/users/created-by-varun,https://api.github.com/repos/created-by-varun/Speech-Recognition-Python,Bangalore
dimensional-ser,Repository for my paper: Dimensional Speech Emotion Recognition Using Acoustic Features and Word Embeddings using Multitask Learning,bagustris,"['dimensional-emotion', 'feature-fusion', 'speech-emotion-recognition']",https://github.com/bagustris/dimensional-ser,https://api.github.com/users/bagustris,https://api.github.com/repos/bagustris/dimensional-ser,Tsukuba
speech-to-text,Speech  Recognition using the web speech api,vishalibitwar,[],https://github.com/vishalibitwar/speech-to-text,https://api.github.com/users/vishalibitwar,https://api.github.com/repos/vishalibitwar/speech-to-text,"Nanded , Maharashtra"
WebSpeech,Speech Recognition using Web Speech API,AkmarNafi,[],https://github.com/AkmarNafi/WebSpeech,https://api.github.com/users/AkmarNafi,https://api.github.com/repos/AkmarNafi/WebSpeech,"Banglore, India"
F.R.I.D.A.Y,Simple AI assistant capable of Speech Recognition and minor tasks with text-to-speech feature,i-Rony,"['speech-recognition', 'text-to-speech']",https://github.com/i-Rony/F.R.I.D.A.Y,https://api.github.com/users/i-Rony,https://api.github.com/repos/i-Rony/F.R.I.D.A.Y,Dehradun
speech_recognition_using_python,Speech Recognition using Python,marcelocd,[],https://github.com/marcelocd/speech_recognition_using_python,https://api.github.com/users/marcelocd,https://api.github.com/repos/marcelocd/speech_recognition_using_python,"Goiânia - GO, Brasil"
Speech-Recognition,Speech Recognition in Python,ChristopherBrown1,[],https://github.com/ChristopherBrown1/Speech-Recognition,https://api.github.com/users/ChristopherBrown1,https://api.github.com/repos/ChristopherBrown1/Speech-Recognition,Orlando Florida
SpeechCode,Speech recognition for coding,riisatoro,[],https://github.com/riisatoro/SpeechCode,https://api.github.com/users/riisatoro,https://api.github.com/repos/riisatoro/SpeechCode,Ukrain
Python3_Workshop,"Computer Vision, Speech Recognition",kalpitmalviya,[],https://github.com/kalpitmalviya/Python3_Workshop,https://api.github.com/users/kalpitmalviya,https://api.github.com/repos/kalpitmalviya/Python3_Workshop,"Udaipur, Rajasthan"
speech-recognition,speech recognition using colab,andrewshiva,[],https://github.com/andrewshiva/speech-recognition,https://api.github.com/users/andrewshiva,https://api.github.com/repos/andrewshiva/speech-recognition,noida india
speech_recognition_test,speech recognition_test,huseyinyilmaz,[],https://github.com/huseyinyilmaz/speech_recognition_test,https://api.github.com/users/huseyinyilmaz,https://api.github.com/repos/huseyinyilmaz/speech_recognition_test," San Francisco, CA"
Speech-Recognition,Speech Recognition in Python,Sai-Phani-Shankar,[],https://github.com/Sai-Phani-Shankar/Speech-Recognition,https://api.github.com/users/Sai-Phani-Shankar,https://api.github.com/repos/Sai-Phani-Shankar/Speech-Recognition,Hyderabad
SpeechRecognizerDemo,Implementing Speech Recognition,Joule87,[],https://github.com/Joule87/SpeechRecognizerDemo,https://api.github.com/users/Joule87,https://api.github.com/repos/Joule87/SpeechRecognizerDemo,Uruguay
DEV287x,Speech Recognition Systems,dennislamcv1,[],https://github.com/dennislamcv1/DEV287x,https://api.github.com/users/dennislamcv1,https://api.github.com/repos/dennislamcv1/DEV287x,Malaysia
Speech_Recognition,Speech recognition and transcription,nel417,[],https://github.com/nel417/Speech_Recognition,https://api.github.com/users/nel417,https://api.github.com/repos/nel417/Speech_Recognition,Ozark Mountains
SpeechRec2,Speech recognition test,laitinent,[],https://github.com/laitinent/SpeechRec2,https://api.github.com/users/laitinent,https://api.github.com/repos/laitinent/SpeechRec2,Finland
Speech-Recognition,Speech Recognition Example,Brynm32,[],https://github.com/Brynm32/Speech-Recognition,https://api.github.com/users/Brynm32,https://api.github.com/repos/Brynm32/Speech-Recognition,Virginia
SRU-,SPEECH EMOTION RECOGNITION,iamphlegmatic,[],https://github.com/iamphlegmatic/SRU-,https://api.github.com/users/iamphlegmatic,https://api.github.com/repos/iamphlegmatic/SRU-,Noida 
speech-recognition,Azure speech-recognition sandbox,dawidPereira,[],https://github.com/dawidPereira/speech-recognition,https://api.github.com/users/dawidPereira,https://api.github.com/repos/dawidPereira/speech-recognition,Rzeszów
twitter-analytics-using-spark,Hate speech recognition,Dhivyaa21,[],https://github.com/Dhivyaa21/twitter-analytics-using-spark,https://api.github.com/users/Dhivyaa21,https://api.github.com/repos/Dhivyaa21/twitter-analytics-using-spark,"Ottawa, Canada."
Speech-Detection,JavaScript Speech Recognition,sachingowdaac,[],https://github.com/sachingowdaac/Speech-Detection,https://api.github.com/users/sachingowdaac,https://api.github.com/repos/sachingowdaac/Speech-Detection,"Bengaluru, Karnataka, India"
speech-recognition,speech-recognition using JS,DarrenKwonDev,[],https://github.com/DarrenKwonDev/speech-recognition,https://api.github.com/users/DarrenKwonDev,https://api.github.com/repos/DarrenKwonDev/speech-recognition,Seoul
Speech-Recognition,Python speech recognition app,akpante3,[],https://github.com/akpante3/Speech-Recognition,https://api.github.com/users/akpante3,https://api.github.com/repos/akpante3/Speech-Recognition,"Lagos, Nigeria"
Google-Speech-Recognition,Persian-Speech-Recognition,mohammadhasananisi,[],https://github.com/mohammadhasananisi/Google-Speech-Recognition,https://api.github.com/users/mohammadhasananisi,https://api.github.com/repos/mohammadhasananisi/Google-Speech-Recognition,"iran,qom"
speech_processing,speech recognition using HMM,jayprakashp,['digit-recognition-system'],https://github.com/jayprakashp/speech_processing,https://api.github.com/users/jayprakashp,https://api.github.com/repos/jayprakashp/speech_processing,IIT GUWAHATI
